punkt,text
PSR_317.,При применении в конструкции крыш горючих и трудногорючих утеплителей наклейка битумных рулонных материалов газопламенным способом должна осуществляться в соответствии с проектной и организационно-технологической документацией на строительное производство.
PSR_318.,"Места производства кровельных работ, выполняемых газопламенным способом, должны быть обеспечены не менее чем двумя эвакуационными выходами (лестницами), а также первичными средствами пожаротушения."
PSR_319.,"При производстве работ на плоских крышах, не имеющих постоянного ограждения, рабочие места необходимо ограждать в соответствии с требованиями охраны труда.
На малоуклонных крышах, не имеющих постоянного ограждения, должны быть предусмотрены стационарные точки крепления применяемых средств обеспечения безопасности работ на высоте."
PSR_320.,"Для прохода работников, выполняющих работы на крыше с уклоном более 20% (12°), а также на крыше с покрытием, не рассчитанным на нагрузки от веса работающих, необходимо применять трапы шириной не менее 0,3 м с поперечными планками для упора ног. Трапы на время работы должны быть закреплены."
PSR_321.,"При выполнении работ на крыше с уклоном более 20% (12°) должны применяться соответствующие системы обеспечения безопасности работ на высоте либо работы должны производиться со строительных лесов.
Места закрепления средств обеспечения безопасности работ на высоте должны быть указаны в организационно-технологической документации."
PSR_322.,Применяемые для подачи материалов при устройстве кровель краны малой грузоподъемности должны устанавливаться и эксплуатироваться в соответствии с эксплуатационными документами изготовителя. Подъем груза следует осуществлять в контейнерах или таре.
PSR_323.,В непосредственной близости от здания в местах подъема груза и выполнения кровельных работ должны быть обозначены границы опасных зон.
PSR_324.,"Не допускается выполнение кровельных работ во время гололеда, тумана, исключающего видимость в пределах фронта работ, грозы, ветра со скоростью 6 м/сек и более, порывов ветра со скоростью 10 м/сек и более."
PSR_325.,"Кровельные работы на скатных крышах должны проводиться с применением строительных лесов (в том числе - подвесных), фасадных или автомобильных подъемников.
Выполнение кровельных работ по установке (подвеске) готовых водосточных желобов, воронок, труб, а также колпаков и зонтов для дымовых и вентиляционных труб и покрытию парапетов, сандриков, а также отделке свесов следует осуществлять с применением строительных лесов, фасадных или автомобильных подъемников.
Запрещается использование для указанных работ приставных лестниц."
PSR_326.,"Работодатель обязан в рамках СУОТ с учетом пункта 5 Правил проанализировать опасности и их источники, представляющие угрозу жизни и здоровью работников при монтаже инженерного оборудования зданий и сооружений (прокладке трубопроводов, монтаже сантехнического, отопительного, вентиляционного и газового оборудования)."
PSR_327.,"При наличии профессиональных рисков, вызванных установленными опасностями, безопасность при монтаже инженерного оборудования зданий и сооружений должна быть обеспечена на основе выполнения требований по охране труда, содержащихся в проектной и организационно-технологической документации на строительное производство:
1) организация рабочих мест с указанием методов и средств для обеспечения вентиляции, пожаротушения, выполнения работ на высоте;
2) методы и средства доставки и монтажа оборудования;
3) меры безопасности при выполнении работ в траншеях и колодцах;
4) особые меры безопасности при травлении и обезжиривании трубопроводов."
PSR_328.,"Заготовка и подгонка труб должны выполняться в заготовительных мастерских. Выполнение этих работ на подмостях, предназначенных для монтажа трубопроводов, запрещается."
PSR_329.,"Работы по устранению конструктивных недостатков и ликвидации недоделок на смонтированном оборудовании, подвергнутом испытанию, следует проводить только после разработки и утверждения мероприятий по безопасности работ."
PSR_330.,"Установка и снятие перемычек (связей) между смонтированным и действующим оборудованием, а также подключение временных установок к действующим системам (электрическим, паровым, техническим и другим) без письменного разрешения лицом, назначенного приказом работодателя, не допускаются."
PSR_331.,"Монтаж трубопроводов и воздуховодов на эстакадах должен производиться с инвентарных подмостей, снабженных лестницами для подъема и спуска работников.
Подъем и спуск по конструкциям эстакад не допускаются."
PSR_332.,"Запрещается нахождение работников под устанавливаемым оборудованием, монтажными узлами оборудования и трубопроводов до их окончательного закрепления."
PSR_333.,"Перемещение труб в закрепленной траншее следует производить с принятием мер против нарушения креплений траншеи.
Не разрешается скатывать трубы в траншею с помощью ломов и ваг, а также использовать распорки крепления траншей в качестве опор для труб."
PSR_334.,"В помещениях, в которых производится обезжиривание, запрещается пользоваться открытым огнем и допускать искрообразование.
Электроустановки в указанных помещениях должны быть во взрывобезопасном исполнении."
PSR_335.,"Работы по обезжириванию трубопроводов должны выполняться в помещениях, оборудованных приточно-вытяжной вентиляцией. При выполнении работ на открытом воздухе работники должны находиться с наветренной стороны."
PSR_336.,"Место, в котором проводится обезжиривание, необходимо оградить и обозначить знаками безопасности."
PSR_337.,"Работники, занятые на работах по обезжириванию трубопроводов, должны быть обеспечены соответствующими противогазами, спецодеждой, рукавицами и резиновыми перчатками."
PSR_338.,"Монтаж оборудования, трубопроводов и воздухопроводов в непосредственной близости от электрических проводов (в пределах расстояния, равного наибольшей длине монтируемого узла или звена трубопровода) производится при снятом напряжении или при защите электропроводов от механического повреждения диэлектрическими коробами.
При невозможности снятия напряжения работы следует производить по наряду-допуску."
PSR_339.,"При продувке труб сжатым воздухом запрещается находиться в камерах и колодцах, в которых установлены задвижки, вентили, краны и другая запорная арматура."
PSR_340.,"При продувке трубопроводов необходимо установить у концов труб щиты для защиты глаз от окалины, песка.
Запрещается находиться против или в непосредственной близости от незащищенных концов продуваемых труб."
PSR_341.,"В процессе выполнения сборочных операций трубопроводов и оборудования совмещение отверстий и проверка их совпадения в монтируемых деталях должны производиться с использованием специального инструмента (конусные оправки, сборочные пробки и другие). Проверять совпадение отверстий в монтируемых деталях пальцами рук не допускается."
PSR_342.,При монтаже оборудования должна быть исключена возможность самопроизвольного или случайного его включения.
PSR_343.,"При монтаже оборудования с использованием домкратов должны быть приняты меры, исключающие возможность перекоса или опрокидывания домкратов."
PSR_344.,Работы под воздействием сжатого воздуха выполняются с соблюдением требований Правил.
PSR_345.,"Работодатель обязан в рамках СУОТ с учетом пункта 5 Правил проанализировать опасности и их источники, представляющие угрозу жизни и здоровью работников при проведении пневматических и гидравлических испытаний смонтированного оборудования и трубопроводов."
PSR_346.,"При наличии профессиональных рисков, вызванных установленными опасностями, безопасность испытания оборудования и трубопроводов должна быть обеспечена на основе выполнения требований по охране труда, содержащихся в проектной организационно-технологической документации на строительное производство:
1) определение программы проведения испытания;
2) меры безопасности при выполнении работ в траншеях, колодцах и на высоте;
3) особые меры безопасности при проведении пневматических испытаний смонтированного оборудования и трубопроводов, а также опробовании оборудования под нагрузкой."
PSR_347.,Испытания смонтированного оборудования и трубопроводов должны проводиться под непосредственным руководством специалистов монтажной организации.
PSR_348.,"Перед испытанием оборудования руководителю работ необходимо:
1) ознакомить работников, участвующих в испытаниях, с порядком проведения работ и с мероприятиями по безопасному их выполнению;
2) предупредить работников смежных участков о времени проведения испытаний;
3) провести визуальную, а при необходимости с помощью приборов проверку крепления оборудования, состояния изоляции и заземления его электрической части, наличия и исправности арматуры, пусковых и тормозных устройств, контрольно-измерительных приборов и заглушек;
4) оградить и обозначить соответствующими знаками зону испытаний;
5) при необходимости установить аварийную сигнализацию;
6) обеспечить возможность аварийного выключения испытуемого оборудования;
7) проверить отсутствие внутри и снаружи испытуемого оборудования посторонних предметов;
8) обозначить предупредительными знаками временные заглушки, люки и фланцевые соединения;
9) определить границы опасной зоны, связанной с проведением испытаний, установить посты с целью предупреждения об опасной зоне из расчета один пост в пределах видимости другого, но не реже чем каждые 200 м друг от друга;
10) определить места и условия безопасного пребывания работников, занятых испытанием;
11) привести в готовность средства пожаротушения, обеспечить подготовку работников, способных к работе по ликвидации пожара;
12) обеспечить освещенность рабочих мест не менее 50 лк;
13) определить работников, ответственных за выполнение мероприятий по обеспечению безопасности, предусмотренных программой испытаний."
PSR_349.,"Устранение недоделок на испытуемом оборудовании, обнаруженных в процессе испытания, следует производить после его отключения, полной остановки, сброса давления."
PSR_350.,"Одновременное гидравлическое испытание нескольких трубопроводов, смонтированных на одних опорных конструкциях или эстакаде, допускается в случае, если опорные конструкции или эстакады рассчитаны на соответствующие нагрузки."
PSR_351.,"При нахождении трубопроводов в непосредственной близости от жилых или эксплуатируемых общественных или промышленных зданий их пневматические испытания можно производить при условии, что оконные и дверные проемы этих зданий, находящиеся в пределах установленной опасной зоны, закрыты защитными ограждениями (щитами, решетками).
Не допускается производить пневматические испытания трубопроводов в действующих цехах, а также на эстакадах, в каналах и лотках, в которых уложены действующие трубопроводы."
PSR_352.,Осмотр оборудования при проведении испытания разрешается производить после снижения испытательного давления до рабочего.
PSR_353.,При продувке оборудования и трубопроводов после испытания перед открытыми люками и штуцерами должны быть установлены защитные ограждения (экраны).
PSR_354.,Испытание оборудования и трубопроводов под нагрузкой следует производить после их испытания вхолостую.
PSR_355.,"Начинать испытание оборудования разрешается только после своевременного предупреждения окружающих лиц и получения разрешения руководителя испытаний.
В процессе проведения испытаний оборудования не допускается:
снимать защитные ограждения;
открывать люки, ограждения, чистить и смазывать оборудование, прикасаться к его движущимся частям;
производить проверку и исправление электрических цепей, электрооборудования и приборов автоматики."
PSR_356.,При пневматическом испытании трубопроводов предохранительные клапаны должны быть отрегулированы на соответствующее давление.
PSR_357.,Обстукивание сварных швов непосредственно во время испытаний трубопроводов и оборудования не допускается.
PSR_358.,"Присоединение и разъединение линий, подводящих воздух от компрессора к испытываемому трубопроводу, разрешается только после прекращения подачи воздуха и снижения давления до атмосферного."
PSR_359.,"На время проведения пневматических испытаний трубопроводов, находящихся в траншеях, должны быть установлены границы опасной зоны.
Нахождение работников в опасной зоне в период нагнетания в трубопровод воздуха и при выдерживании трубопровода под давлением при испытании на прочность не допускается."
PSR_360.,"Осмотр трубопроводов разрешается производить только после снижения давления:
1) в стальных и пластмассовых трубопроводах - до 0,3 МПа;
2) в чугунных, железобетонных и асбестоцементных трубопроводах - до 0,1 МПа.
Дефекты трубопроводов следует устранять после снижения давления до атмосферного."
PSR_361.,"Работодатель обязан в рамках СУОТ с учетом пункта 5 Правил проанализировать опасности и их источники с учетом специфики строительного производства, представляющие угрозу жизни и здоровью работников при выполнении электромонтажных и наладочных работ (монтаже и наладке распределительных устройств; монтаже и наладке электрических машин и трансформаторов; монтаже аккумуляторных батарей; монтаже и наладке электроприводов и кранового оборудования (далее - кран); монтаже силовых, осветительных сетей, воздушных линий электропередачи, кабельных линий)."
PSR_362.,"При наличии профессиональных рисков, вызванных установленными опасностями, безопасность электромонтажных и наладочных работ должна быть обеспечена на основе выполнения требований по охране труда, содержащихся в проектной и организационно-технологической документации на строительное производство:
1) дополнительные защитные мероприятия при выполнении работ в действующих электроустановках;
2) меры безопасности при выполнении пусконаладочных работ;
3) обеспечение безопасности при выполнении работ на высоте;
4) меры безопасности при работе с вредными веществами;
5) мероприятия по обеспечению пожарной безопасности."
PSR_363.,"В помещениях, в которых осуществляется монтаж аккумуляторных батарей, до начала работ по пайке и заливке банок электролитом должны быть закончены отделочные работы, испытаны системы вентиляции, отопления и освещения, а в доступных местах установлены емкости с растворами для нейтрализации кислот и щелочей."
PSR_364.,Кислотный электролит следует приготовлять в освинцованных или стальных гуммированных емкостях. Использовать для разведения электролита стеклянные или эмалированные сосуды запрещается.
PSR_365.,"Перед началом монтажа электрооборудования крана должны быть смонтированы постоянные настилы с ограждениями.
Временное размещение поднятого оборудования допускается только в специально отведенных местах, оборудованных ограждениями и бортовыми элементами."
PSR_366.,"При монтаже электрооборудования в действующем цехе кран следует поставить в ремонтный тупик, а троллеи крана отключить и заземлить."
PSR_367.,"Выпрямление проводов, катанки и металлических лент при помощи лебедок и других приспособлений необходимо осуществлять на специально огороженных площадках при отсутствии открытых электрических установок и линий, находящихся под напряжением."
PSR_368.,"При монтаже тросовых проводок их окончательное натяжение следует осуществлять только после установки промежуточных опор.
При натяжении троса держаться за него и находиться в зоне натяжения запрещается."
PSR_369.,При протягивании кабеля через проемы в стенах работники должны находиться по обе стороны стены. Расстояние от стены до крайнего положения рук работников должно быть не менее 1 м.
PSR_370.,"Разжигание горелок, паяльных ламп, разогрев кабельной массы и расплавленного припоя следует производить на расстоянии не менее 2 м от кабельного колодца.
Расплавленный припой и разогретую кабельную массу следует опускать в специальных ковшах или закрытых бачках с использованием защитных очков."
PSR_371.,При подогреве кабельной массы в закрытом помещении должна быть обеспечена его вентиляция (проветривание).
PSR_372.,"До начала сушки электрических машин и трансформаторов электрическим током их корпуса должны быть заземлены.
Сушку трансформаторов в собственном баке или специальном металлическом баке методом индукционных потерь следует выполнять, принимая меры, исключающие прикосновение к намагниченной обмотке."
PSR_373.,"Не допускается производить работы или находиться на расстоянии менее 50 м от места испытания воздушных выключателей. Предохранительный клапан на воздухосборнике должен быть отрегулирован и опробован на давление, не превышающее рабочее более чем на 10%.
При производстве работ, связанных с пребыванием людей внутри воздухосборника, вентили на трубопроводах для подачи воздуха в воздухосборник следует закрыть с установкой замков и вывесить предупреждающие плакаты. Спускные вентили должны быть открыты и обозначены плакатами или надписями."
PSR_374.,"Предохранители в цепях трансформаторов напряжения и силовых трансформаторов, на которых ведутся наладочные работы, должны быть сняты. На месте, откуда должны быть сняты предохранители, вывешивается запрещающий плакат ""Не включать. Работают люди""."
PSR_375.,"При необходимости подачи оперативного электрического тока для наладки смонтированных электрических цепей и электроустановок на них следует установить предупреждающие плакаты (знаки). Работы, не связанные с наладкой, должны быть прекращены, а работники, занятые на этих работах, выведены."
PSR_376.,До начала пусконаладочных работ на распределительных устройствах питающие и отходящие к другим подстанциям линии должны быть отсоединены от оборудования и заземлены.
PSR_377.,"Подключение смонтированных электрических цепей и электрооборудования к действующим электросетям должно осуществляться службой эксплуатации этих сетей.
Не допускается использовать и присоединять в качестве временных электрических сетей и электроустановок не принятые электрические сети, распределительные устройства, щиты, панели, а также производить без разрешения наладочной организации электромонтажные работы на смонтированных и переданных под наладку электроустановках."
PSR_378.,"При выполнении пусконаладочных работ на вновь смонтированной электроустановке рабочее напряжение на нее может быть подано эксплуатационным персоналом только после введения на электроустановке эксплуатационного режима и при наличии письменной заявки руководителя пусконаладочных работ.
Допускается временная подача напряжения до 1000 В для проведения пусконаладочных работ по постоянной схеме на щиты, станции управления и силовые сборки, на которые не введен эксплуатационный режим, но в этом случае обязанности по выполнению мероприятий, обеспечивающих безопасные условия труда при поданном напряжении, возлагаются актом работодателя на руководителя пусконаладочных работ."
PSR_379.,"Подъем, перемещение и установка разъединителей и других аппаратов рубящего типа производятся в положении ""Включено"", а аппаратов, снабженных возвратными пружинами или механизмами свободного расцепления, - в положении ""Отключено""."
PSR_380.,"При регулировке выключателей и разъединителей, соединенных с приводами, должны быть приняты меры для предотвращения самопроизвольного или непредвиденного их включения или отключения."
PSR_381.,Предохранители цепей монтируемого аппарата должны быть сняты на время монтажа.
PSR_382.,"До начала пусконаладочных работ на коммутационных аппаратах следует:
1) привести в нерабочее положение пружинные и грузовые приводы коммутационных аппаратов;
2) отключить оперативные цепи, цепи сигнализации, силовые цепи привода и цепи подогрева;
3) закрыть и запереть на замок задвижки на трубопроводах подачи воздуха в баки выключателя и на пневматических приводах, выпустить имеющийся в них воздух;
4) вывесить плакаты на ключах и кнопках дистанционного управления ""Не включать. Работают люди""."
PSR_383.,Одновременная работа на приводах и на коммутационных аппаратах запрещается.
PSR_384.,При работах на трансформаторах тока выводы вторичных обмоток до полного окончания монтажа подключаемых к ним цепей должны быть замкнуты накоротко на зажимах трансформатора и заземлены. Выводы трансформаторов напряжения должны быть заземлены на время монтажа.
PSR_385.,При измерениях сопротивления изоляции в процессе сушки электрическим током питание намагничивающей и рабочих обмоток должно отключаться.
PSR_386.,"Во время проверок и измерений, связанных с подачей напряжения, находиться на крышке силового трансформатора запрещается."
PSR_387.,Пайка (сварка) электродов в аккумуляторных помещениях допускается не ранее чем через 2 часа после окончания зарядки аккумуляторной батареи.
PSR_388.,"Измерять напряжение и плотность электролита следует в резиновых перчатках, респираторе, стоя на изолирующем резиновом коврике."
PSR_389.,"Проверка состояния полюсных зажимов аккумуляторов должна производиться в диэлектрических перчатках. При подтягивании болтов, соединяющих аккумуляторы друг с другом, должны быть приняты меры против случайного прикосновения ключа к пластинам аккумуляторов разной полярности."
PSR_390.,"Затягивание проводов через протяжные коробки, ящики, трубы, блоки, в которых уложены провода, находящиеся под напряжением, а также прокладка проводов и кабелей в трубах, лотках и коробках, не закрепленных по организационно-технологической документации, не допускаются."
PSR_391.,Измерения мегаомметром сопротивления изоляции проводов и кабелей производить в соответствии с требованиями правил по охране труда при эксплуатации электроустановок.
PSR_392.,"При монтаже воздушной линии электропередачи необходимо:
1) заземлять участки смонтированной линии электропередачи с расстояниями между заземлителями не более 3 км;
2) располагать провода или подъемные тросы на высоте не менее 4,5 м, а в местах проезда транспорта - на высоте не менее 6 м.
При натяжении провода не допускается нахождение работников со стороны внутреннего угла."
PSR_393.,"При размотке кабеля с барабана необходимо, чтобы кабель разматывался с верхней его части.
Размотка кабеля с барабана разрешается только при наличии тормозного приспособления."
PSR_394.,"При прогреве кабеля электрическим током не допускается применять напряжение выше 380 В. Корпуса электрических машин, применяемых для прогрева, при напряжении выше 50 В, а также металлическая оболочка кабеля должны быть заземлены, на участках прогрева должны быть размещены противопожарные средства и установлено дежурство."
PSR_395.,"Опробование электроприводов разрешается после установления связи между работниками, находящимися на пульте управления, на щите управления и на механизмах."
PSR_396.,"Настройка путевых и конечных выключателей, датчиков и других средств автоматики должна выполняться при снятом напряжении силовых цепей."
PSR_397.,"Электромонтажные и наладочные работы в действующих электроустановках должны осуществляться после снятия напряжения с токоведущих частей, находящихся в зоне производства работ, их отсоединения от действующей части электроустановки, обеспечения видимых разрывов электрической цепи и заземления отсоединенных токоведущих частей. Зона производства работ должна быть отделена от действующей части электроустановки сплошным или сетчатым ограждением, препятствующим проходу в эту часть работникам."
PSR_398.,"Проход работников и проезд механизмов монтажной организации в выгороженную зону производства работ не должны быть сопряжены с пересечением помещений и территорий, на которых расположены действующие электроустановки."
PSR_399.,"Выделение для монтажной организации зоны производства работ, принятие мер по предотвращению ошибочной подачи в нее напряжения и ограждение от действующей части с указанием мест прохода работников и проезда механизмов должны оформляться актом-допуском, а выполнение работ работниками монтажной организации должны оформляться нарядом-допуском."
PSR_400.,"В случаях, когда монтажные работы предстоит осуществлять в действующих открытых или закрытых распределительных устройствах, работы следует производить по наряду-допуску.
В этом случае допуск к работам должен осуществляться работниками эксплуатирующей организации. Проход работников и проезд механизмов по территории действующей части распределительного устройства к огражденной зоне производства работ разрешается только в сопровождении уполномоченного на это работника эксплуатирующей организации.
Наблюдающий работник должен контролировать сохранность временных ограждений рабочих мест, предупредительных плакатов и предотвращение подачи рабочего напряжения на отключенные токоведущие части, соблюдение членами бригады монтажников безопасных расстояний до токоведущих частей, оставшихся под напряжением."
PSR_401.,"Рабочее напряжение на вновь смонтированные электроустановки должно подаваться по решению работника из числа электротехнического персонала эксплуатирующей организации. При необходимости устранения выявленных недоделок электроустановка должна быть отключена и переведена в разряд недействующих путем демонтажа шлейфов, шин, спусков к оборудованию или отсоединения кабелей. Неотключенные токоведущие части должны быть закорочены и заземлены на время производства работ по устранению недоделок."
